region,code,name,address,categories,Unnamed: 0,id,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled,fax_numbers,fax_keywords
Abitibi Temiscamingue,10815,CHSLD DE LA SARRE,"22 1E AVENUE CP 1, LA SARRE, QC, J9Z 1C4",,10.0,ChIJGwan-xp5IU0RG6dJ6F0NaFg,CHSLD,La Sarre,CA,QC,J9Z 1C4,+1 819-333-5525,,hospital,,48.810184,-79.203558,1745790598,hospital,0,"[""8193334316""]","{""8193334316"": ""general inquiries""}"
Abitibi Temiscamingue,10923,CENTRE MULTI SSS L'ETAPE,"700 BOUL FOREST, VAL-D'OR, QC, J9P 2L3",,11.0,ChIJAQUmThtT30wRuXaB7nwmdjE,Centre jeunesse de l'Abitibi-Témiscamingue,Val-d'Or,CA,QC,J9P 2L3,+1 819-825-0002,,clinic,,48.0980776,-77.7886558,1745790598,clinic,0,"[""8198252176"", ""8198255132""]","{""8198252176"": ""child protection communications"", ""8198255132"": ""general communications related to youth services""}"
Abitibi Temiscamingue,10933,CRDP ET CRDI-TSA D'AMOS,"841 3E RUE O, AMOS, QC, J9T 2T4",,12.0,ChIJmZlgfpCSIE0RVFvdGV_BiHA,Clair Foyer Inc,Amos,CA,QC,J9T 2T4,+1 819-732-6511,,hospital,,48.57726009999999,-78.1249801,1745790598,hospital,0,"[""8197320922""]","{""8197320922"": ""general inquiries""}"
Abitibi Temiscamingue,11045,CHSLD DE MALARTIC,"987 RUE DES PINS CP 639, MALARTIC, QC, J0Y 1Z0",,13.0,ChIJhXPDAn-tIE0R6MfmAuivcJQ,Centre d'hébergement de Malartic,Malartic,CA,QC,J0Y 1Z0,+1 819-825-5858,,hospital,,48.141509,-78.128411,1745790598,hospital,0,"[""8197574330""]","{""8197574330"": ""general inquiries (main hospital fax; specific departmental purposes not indicated)""}"
Abitibi Temiscamingue,11515,CHSLD DE ROUYN-NORANDA,"512 AV RICHARD, ROUYN-NORANDA, QC, J9X 4M1",,14.0,ChIJ_TF6bAszIU0Rhxdnzv3otk0,CHSLD Pie-XII,Rouyn-Noranda,CA,QC,J9X 4M1,+1 819-762-0908,,hospital,,48.2286639,-79.01563329999999,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,12395,CHSLD D'AMOS,"612 5E AVENUE O, AMOS, QC, J9T 4L3",,15.0,ChIJNciuj4uSIE0RDsg7d4h-UZA,CLSC/CHSLD Les Eskers - CLSC De L'Elan,Amos,CA,QC,J9T 2N2,+1 819-732-3271,,hospital,http://www.cisss-at.gouv.qc.ca/,48.5737767,-78.1180385,1745790598,hospital,0,"[""8197327526""]","{""8197327526"": ""general inquiries""}"
Abitibi Temiscamingue,12415,CHSLD DE VAL-D'OR,"1212 AV BREBEUF, VAL-D'OR, QC, J9P 2C9",,16.0,ChIJLb80xg1T30wRJA6BY4Ly6eE,Centre d'hébergement de Val-d'Or,Val-d'Or,CA,QC,J9P 2C9,+1 819-825-5858,,hospital,,48.1018506,-77.7986511,1745790598,hospital,0,"[""8198257893""]","{""8198257893"": ""general inquiries / administration""}"
Abitibi Temiscamingue,12425,CHSLD PALMAROLLE,"136 PRINCIPALE E CP 70, PALMAROLLE, QC, J0Z 3C0",,17.0,ChIJxcjLBGZlIU0RKRjNQ3CPtQg,CLSC Palmarolle,Palmarolle,CA,QC,J0Z 3C0,+1 819-787-2216,,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=471732,48.6635934,-79.1998285,1745790598,hospital,0,"[""8197873293""]","{""8197873293"": ""general inquiries / main administrative fax""}"
Abitibi Temiscamingue,14933,CRDP ET CRDI-TSA DE ROUYN-NORANDA,"100 CH DR LEMAY, ROUYN-NORANDA, QC, J9X 5T2",,18.0,ChIJuRgL6nIzIU0Ruq9e0oKICvk,Centre De Readaptation La Maison,Rouyn-Noranda,CA,QC,J9X 5T2,+1 819-762-6592,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=198&ch_type=&bt_rechType=&theme=autres-ressources&ch_choixReg=&ch_rayon=0&ch_code=&page=310,48.2253979,-79.02105949999999,1745790598,hospital,0,"[""8197621230""]","{""8197621230"": ""general administration (for centre de r\u00e9adaptation pour les jeunes en difficult\u00e9 d'adaptation, not the centre de r\u00e9adaptation en d\u00e9ficience physique)""}"
Abitibi Temiscamingue,15185,CHSLD DE VILLE-MARIE,"37 SAINT-JEAN-BAPTISTE S, VILLE-MARIE, QC, J9V 2A9",,19.0,ChIJi-eoKwhBJk0RtpxvFiy2xqY,Pavillon Duhamel,Ville-Marie,CA,QC,J9V 2A9,+1 819-629-3027,,hospital,,47.3272317,-79.43785629999999,1745790598,hospital,0,"[""8196292805""]","{""8196292805"": ""general inquiries (primary/general facility fax; specific departmental purposes not indicated)""}"
Abitibi Temiscamingue,15943,CRD D'AMOS,"621 RUE DE L'HARRICANA, AMOS, QC, J9T 2P9",,20.0,ChIJVcJU5JGSIE0R5UhTfd3fVtA,Centre Normand,Amos,CA,QC,J9T 2P9,+1 819-732-8241,,hospital,,48.574533,-78.123442,1745790598,hospital,0,"[""8197272210""]","{""8197272210"": ""general inquiries (primary/general fax for the entire facility)""}"
Abitibi Temiscamingue,18513,SERVICES EXTERNES DE ROUYN-NORANDA,"1 9E RUE 2E ETAGE, ROUYN-NORANDA, QC, J9X 2A9",,21.0,ChIJxfGxFZozIU0RqDMvuhj8JI4,CLSC,Rouyn-Noranda,CA,QC,J9X 2A9,+1 819-762-8144,,hospital,https://www.cisss-at.gouv.qc.ca/nos-installations/,48.24334989999999,-79.0209175,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,18563,CLSC ET CRD DE VAL-D'OR,"735 RUE 6 IEME RUE, VAL-D'OR, QC, J9P 3Y1",,22.0,ChIJi8jXPjlT30wRPM-9lC1o4yg,CLSC de Val-d'Or,Val-d'Or,CA,QC,J9P 3Y1,+1 819-825-5858,,hospital,https://www.cisss-at.gouv.qc.ca/nos-installatio,48.09591169999999,-77.7966024,1745790598,hospital,0,"[""8198255950"", ""8198257873""]","{""8198257873"": ""these numbers are general/main fax lines; specific purposes such as appointments, referrals, or billing are not specified in the provided information.*"", ""8198255950"": ""these numbers are general/main fax lines; specific purposes such as appointments, referrals, or billing are not specified in the provided information.*""}"
Abitibi Temiscamingue,19485,SNT GERMAIN-BIGUE,"735 6E RUE, VAL-D'OR, QC, J9P 3Y1",,23.0,ChIJ16qdFBFT30wRK9OSIIT4VPM,735 6e Rue,Val-d'Or,CA,QC,J9P 3Y1,,,pharmacy,,48.0958801,-77.7981868,1745790598,clinic,0,"[""8198257873""]","{""8198257873"": ""general inquiries (main fax line; used for general communication with the facility, potentially including referrals, medical records requests, admin, or other general purposes unless otherwise specified by the establishment)""}"
Abitibi Temiscamingue,19495,SNT CRDI AMOS,"841 3E RUE O, AMOS, QC, J9T 2T4",,24.0,ChIJmZlgfpCSIE0RVFvdGV_BiHA,Clair Foyer Inc,Amos,CA,QC,J9T 2T4,+1 819-732-6511,,hospital,,48.57726009999999,-78.1249801,1745790598,hospital,0,"[""8197320922""]","{""8197320922"": ""general inquiries (and/or main administration)""}"
Abitibi Temiscamingue,19565,CHSLD LES SOURCES,"692 4E AVENUE O, AMOS, QC, J9T 0B7",,25.0,ChIJAQDAbpGSIE0RoejMW6E6ONU,Les Sources,Amos,CA,QC,J9T 2S1,+1 819-732-0581,,hospital,http://carrefoursantelessources.com/,48.5749068,-78.12689499999999,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,19893,CRDP ET CRDI-TSA DE VAL-D'OR,"975 RUE E GERMAIN, VAL-D'OR, QC, J9P 7H7",,26.0,ChIJfQEamAxT30wRTCvC5kEGOr0,Centre De Réadaptation La Maison,Val-d'Or,CA,QC,J9P 7H7,+1 819-825-3337,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=198&ch_type=&bt_rechType=&theme=autres-ressources&ch_choixReg=&ch_rayon=0&ch_code=&page=310,48.10190559999999,-77.8015571,1745790598,hospital,0,"[""819-825-3548"", ""8198253548""]","{""819-825-3548"": ""general"", ""8198253548"": ""general""}"
Abitibi Temiscamingue,19995,MDA MA DE VAL-D'OR,"1030 AV DES ERABLES, VAL-D'OR, QC, J9P 2R3",,27.0,ChIJEwFLKQBT30wRBiHFjopfvn4,Maison des aînés et alternative de Val-d'Or,Val-d'Or,CA,QC,J9P 0R5,+1 873-476-0150,,hospital,,48.09472419999999,-77.797958,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,41500,HOPITAL D'AMOS,"622 4E RUE O, AMOS, QC, J9T 2S2",,28.0,ChIJ8_e2nZGSIE0RQHTMxFaGFwk,Hôpital d’Amos,Amos,CA,QC,J9T 2S2,+1 819-732-3341,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=1208,48.5747602,-78.1254891,1745790598,hospital,0,"[""8197320425"", ""8197327054""]","{""8197320425"": ""**819-732-3341**."", ""8197327054"": ""**819-732-3341**.""}"
Abitibi Temiscamingue,41506,HOPITAL D'AMOS,"622 4E RUE O, AMOS, QC, J9T 2S2",,29.0,ChIJ8_e2nZGSIE0RQHTMxFaGFwk,Hôpital d’Amos,Amos,CA,QC,J9T 2S2,+1 819-732-3341,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=1208,48.5747602,-78.1254891,1745790598,hospital,0,"[""8197320425"", ""8197323113"", ""8197327054"", ""8197272210""]","{""8197320425"": ""general inquiries (for the hospital)"", ""8197323113"": ""patient care, referrals (family medicine unit communications, likely includes clinical matters and referrals)"", ""8197327054"": ""general inquiries, admin (for the health and social services center)"", ""8197272210"": ""patient care, referrals (addiction rehabilitation center communications, likely includes referrals and clinical matters)""}"
Abitibi Temiscamingue,41520,CENTRE MULTI SSS DE LA SARRE,"679 2E RUE CP 6000, LA SARRE, QC, J9Z 2X7",,30.0,ChIJA0oPPnh5IU0R6oY1vw_EGAY,Centre Hospitalier De La Sarre,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745790598,hospital,0,"[""8193332755""]","{""8193332755"": ""general inquiries""}"
Abitibi Temiscamingue,41530,HOPITAL DE ROUYN-NORANDA,"4 9E RUE, ROUYN-NORANDA, QC, J9X 2B2",,31.0,ChIJF41xFJozIU0R751OraSgjMc,Hospital of Rouyn-Noranda - Juteau-Lemay Building,Rouyn-Noranda,CA,QC,J9X 2B2,+1 819-764-5131,,hospital,https://www.cisss-at.gouv.qc.ca/,48.2435816,-79.0194841,1745790598,hospital,0,"[""8197644537"", ""8197642927"", ""8197621057""]","{""8197644537"": ""infectious diseases reporting (confidential transmission of notifiable disease reports)"", ""8197642927"": ""medical records (sending or receiving medical records)"", ""8197621057"": ""general inquiries (reception/accueil)""}"
Abitibi Temiscamingue,41531,HOPITAL DE ROUYN-NORANDA,"4 9E RUE, ROUYN-NORANDA, QC, J9X 2B2",,32.0,ChIJF41xFJozIU0R751OraSgjMc,Hospital of Rouyn-Noranda - Juteau-Lemay Building,Rouyn-Noranda,CA,QC,J9X 2B2,+1 819-764-5131,,hospital,https://www.cisss-at.gouv.qc.ca/,48.2435816,-79.0194841,1745790598,hospital,0,"[""8197644211"", ""8197642927"", ""8197621057""]","{""8197644211"": ""general inquiries (general hospital fax, department not specified)"", ""8197642927"": ""medical records"", ""8197621057"": ""general inquiries (reception/front desk)""}"
Abitibi Temiscamingue,41536,HOPITAL DE ROUYN-NORANDA,"4 9E RUE, ROUYN-NORANDA, QC, J9X 2B2",,33.0,ChIJF41xFJozIU0R751OraSgjMc,Hospital of Rouyn-Noranda - Juteau-Lemay Building,Rouyn-Noranda,CA,QC,J9X 2B2,+1 819-764-5131,,hospital,https://www.cisss-at.gouv.qc.ca/,48.2435816,-79.0194841,1745790598,hospital,0,"[""8197644211"", ""8197642927"", ""8197621057""]","{""8197642927"": ""medical records"", ""8197644211"": ""unknown / unspecified (department or purpose not specified)"", ""8197621057"": ""general""}"
Abitibi Temiscamingue,41540,HOPITAL DE VAL-D'OR,"725 6E RUE, VAL-D'OR, QC, J9P 3Y1",,34.0,ChIJZxWIxxFT30wR3OYQ6a73BHU,Hôpital de Val-d’Or,Val-d'Or,CA,QC,J9P 3Y1,+1 819-825-5858,,hospital,http://www.cisss-at.gouv.qc.ca/,48.0966532,-77.7964539,1745790598,hospital,0,"[""819-825-7919"", ""8198257812"", ""8198257921"", ""8198257919""]","{""8198257812"": ""general inquiries (reception)"", ""8198257921"": ""medical records (archives)"", ""819-825-7919"": ""unknown / not specified"", ""8198257919"": ""unknown / not specified""}"
Abitibi Temiscamingue,41550,CENTRE MULTI SSS DE VILLE-MARIE,"22 NOTRE-DAME N, VILLE-MARIE, QC, J9V 1W8",,35.0,ChIJK40IRaJBJk0RFifVvlYtO9s,Centre de Santé et de services sociaux du Lac-Témiscamingue,Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745790598,hospital,0,"[""8196292128"", ""8196293257""]","{""8196292128"": ""general inquiries (general fax for centre multi sss de ville-marie)"", ""8196293257"": ""general inquiries or administration (fax for centre de sant\u00e9 sainte-famille, same address, likely for administrative/operational use)""}"
Abitibi Temiscamingue,44939,CRDP ET CRDI-TSA DE ROUYN-NORANDA,"100 CH DR LEMAY, ROUYN-NORANDA, QC, J9X 5T2",,36.0,ChIJuRgL6nIzIU0Ruq9e0oKICvk,Centre De Readaptation La Maison,Rouyn-Noranda,CA,QC,J9X 5T2,+1 819-762-6592,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=198&ch_type=&bt_rechType=&theme=autres-ressources&ch_choixReg=&ch_rayon=0&ch_code=&page=310,48.2253979,-79.02105949999999,1745790598,hospital,0,"[""8197621230"", ""8197978313""]","{""8197621230"": ""general administration (general correspondence and administrative purposes)"", ""8197978313"": ""technical aids service (communication related to technical aids and equipment services)""}"
Abitibi Temiscamingue,48291,GMFU DE LA VALLEE-DE-L'OR,"525 6E RUE, VAL-D'OR, QC, J9P 0L6",,37.0,ChIJO7S3wRBT30wRm70jlpSgkhg,GMF-U de la Vallée-de-l'Or / Groupe de médecine familiale universitaire de la Vallée-de-l'Or,Val-d'Or,CA,QC,J9P 0L6,+1 819-825-5858 ext. 5,,hospital,http://www.gmfuvalleedelor.com/,48.0963772,-77.7951121,1745790598,hospital,0,"[""8198251192""]","{""8198251192"": ""general administrative purposes, residency and education program""}"
Abitibi Temiscamingue,48301,GMFU DE ROUYN-NORANDA,"3 9E RUE 3E ETAGE, ROUYN-NORANDA, QC, J9X 2A9",,38.0,ChIJF41xFJozIU0RQWSvWi6SyVQ,Groupe de médecine de famille universitaire,Rouyn-Noranda,CA,QC,J9X 2A9,+1 819-797-4535,,hospital,,48.2441571,-79.0206456,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,49241,GMFU D'AMOS,"100-692 4E AVENUE O, AMOS, QC, J9T 0B7",,39.0,ChIJ74T1odiTIE0R9N83dwNcxMw,GMF-U Les Eskers d'Amos,Amos,CA,QC,J9T 0B7,+1 819-732-6972,,hospital,http://gmfuleseskers.ca/,48.5750236,-78.1281051,1745790598,hospital,0,"[""8197329130""]","{""8197329130"": ""//www.google.com/maps/search/gmf-u+les+eskers+d%27amos)""}"
Abitibi Temiscamingue,50139,CANADIAN FORCES BASE HOSPITAL,", SENNETERRE, QC, J0Y 2M0",,40.0,ChIJG9BybJIW30wRPg2udXmJYmQ,Centre de santé de Senneterre,Senneterre,CA,QC,J0Y 2M0,+1 819-825-5858,,hospital,http://www.cisss-at.gouv.qc.ca/,48.3845597,-77.2529078,1745790598,hospital,0,"[""4188443959"", ""4188445056""]","{""4188443959"": ""valcartier military family resource centre (vmfrc)"", ""4188445056"": ""2nd canadian division support base valcartier""}"
Abitibi Temiscamingue,51014,CLINIQUE D'HYGIENE DENTAIRE NOEMIE ROY,"108-450 3E AVENUE, VAL-D'OR, QC, J9P 1S2",,41.0,ChIJHZ60leFT30wR2SiZAZnA1KY,Clinique d'hygiène dentaire Noémie Roy,Val-d'Or,CA,QC,J9P 1S2,+1 819-443-4158,,hospital,https://www.noemieroy-hd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11114864552978627084,48.1008612,-77.7796655,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,52511,CLINIQUE D'OPTOMETRIE DE MALARTIC,"742 ROYALE CP 1807, MALARTIC, QC, J0Y 1Z0",,42.0,ChIJc_hfxn6tIE0Rz6wItmfvifM,Hôpital en santé mentale et CLSC de Malartic,Malartic,CA,QC,J0Y 1Z0,+1 819-825-5858,,hospital,https://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=954,48.14122889999999,-78.1286676,1745790598,hospital,0,"[""8197574441""]","{""8197574441"": ""general inquiries (general fax line for the clinic; specific departmental uses not indicated)""}"
Abitibi Temiscamingue,52512,"CLINIQUE D'OPTOMETRIE MORIN, MARCOTTE, LAROCHE","660A 10E AVENUE, SENNETERRE, QC, J0Y 2M0",,43.0,ChIJU1OAcwRT30wRWm7xI4AAvdM,Vision-Ère,Val-d'Or,CA,QC,J9P 1S7,+1 819-824-4703,,hospital,http://visionere.ca/,48.1014327,-77.7847456,1745790598,hospital,0,"[""5145212229""]","{""5145212229"": ""general administrative and patient-related communications""}"
Abitibi Temiscamingue,52513,COME VIENS OPTOMETRISTE,"7A SAINTE-ANNE, VILLE-MARIE, QC, J9V 2B6",,44.0,ChIJ1_R5AKBBJk0RkoR4_gCujNA,IRIS Optométristes et Opticiens - Ville-Marie,Ville-Marie,CA,QC,J9V 1J3,+1 819-622-0909,,hospital,https://iris.ca/fr/trouver-une-boutique/ville-marie,47.3343723,-79.4364775,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,52514,ROGER BELLEMARE OPTOMETRISTE,"26A DES OBLATS N, VILLE-MARIE, QC, J9V 1J3",,45.0,ChIJ1_R5AKBBJk0RkoR4_gCujNA,IRIS Optométristes et Opticiens - Ville-Marie,Ville-Marie,CA,QC,J9V 1J3,+1 819-622-0909,,hospital,https://iris.ca/fr/trouver-une-boutique/ville-marie,47.3343723,-79.4364775,1745790598,hospital,0,"[""8196220888""]","{""8196220888"": ""general operations (including general inquiries, referrals, and other clinic-related fax communications; no specific departmental purpose indicated)""}"
Abitibi Temiscamingue,52739,CLINIQUE D'OPTOMETRIE DE VAL D'OR,"887 3E AVENUE, VAL-D'OR, QC, J9P 1T2",,46.0,ChIJU1OAcwRT30wRWm7xI4AAvdM,Vision-Ère,Val-d'Or,CA,QC,J9P 1S7,+1 819-824-4703,,hospital,http://visionere.ca/,48.1014327,-77.7847456,1745790598,hospital,0,"[""8198249200"", ""8198259254""]","{""8198249200"": ""general inquiries / customer service"", ""8198259254"": ""unspecified (purpose not specified in available sources)""}"
Abitibi Temiscamingue,52740,CLINIQUE D'OPTOMETRIE VISION-ERE,"663 3E AVENUE, VAL-D'OR, QC, J9P 1S7",,47.0,ChIJU1OAcwRT30wRWm7xI4AAvdM,Vision-Ère,Val-d'Or,CA,QC,J9P 1S7,+1 819-824-4703,,hospital,http://visionere.ca/,48.1014327,-77.7847456,1745790598,hospital,0,"[""8198249200""]","{""8198249200"": ""general (unspecified purpose; possibly used for general inquiries, referrals, or medical records, but the exact purpose is not specified in the provided information)""}"
Abitibi Temiscamingue,52742,CLINIQUE D'OPTOMETRIE IRIS,"82 1E AVENUE E, AMOS, QC, J9T 4B2",,48.0,ChIJV_iVLYqSIE0R4rx5xr2_xug,Centre visuel des eskers,Amos,CA,QC,J9T 1H2,+1 819-732-6831,,hospital,http://centrevisueldeseskers.com/,48.57213499999999,-78.114401,1745790598,hospital,0,"[""8197272036""]","{""8197272036"": ""general inquiries""}"
Abitibi Temiscamingue,52743,CENTRE VISUEL ROUYN-NORANDA,"66 GAMBLE O, ROUYN-NORANDA, QC, J9X 2R4",,49.0,ChIJHeczC5wzIU0R6UDeVvaGBOE,IRIS Optométristes et Opticiens - Rouyn-Noranda,Rouyn-Noranda,CA,QC,J9X 4T3,+1 819-764-4747,,hospital,https://iris.ca/fr/trouver-une-boutique/rouyn-noranda,48.2388163,-79.0222534,1745790598,hospital,0,"[""8197644824""]","{""8197644824"": ""general inquiries (primary/general-purpose fax; specific department or use not specified)""}"
Abitibi Temiscamingue,52746,IRIS LASARRE,"49 5E AVENUE E, LA SARRE, QC, J9Z 1L1",,50.0,ChIJZa-2LQ55IU0RtPrUq5cLyj0,IRIS,La Sarre,CA,QC,J9Z 1K9,+1 819-339-5656,,hospital,https://iris.ca/fr/trouver-une-boutique/la-sarre,48.8051415,-79.2025022,1745790598,hospital,0,"[""8193395657""]","{""8193395657"": ""main operations / general inquiries""}"
Abitibi Temiscamingue,52747,"CHABOT, TRUDEL ET ST-PIERRE OPTOMETRISTES","200-671 2E RUE E, LA SARRE, QC, J9Z 3J7",,51.0,ChIJZa-2LQ55IU0RtPrUq5cLyj0,IRIS,La Sarre,CA,QC,J9Z 1K9,+1 819-339-5656,,hospital,https://iris.ca/fr/trouver-une-boutique/la-sarre,48.8051415,-79.2025022,1745790598,hospital,0,"[""8193331169""]","{""8193331169"": ""general communications (includes general inquiries, referrals, medical records, admin, billing, etc.\u2014all handled through one public fax number)""}"
Abitibi Temiscamingue,52859,LAURENT MERCIER OPTOMETRISTE,"51 BOUL MERCIER, AMOS, QC, J9T 2N8",,52.0,ChIJL6SZn5OSIE0RkRkfhZncsj8,"Clinique d'optométrie Mercier, Lapointe, Langevin",Amos,CA,QC,J9T 1V8,+1 819-732-2622,,hospital,http://www.cliniquemll.com/,48.57173899999999,-78.12892,1745790598,hospital,0,"[""8197329304""]","{""8197329304"": ""general/general clinic use (specific departmental purpose not specified; likely used for general clinic communication, referrals, or medical records, but precise use is not stated in the available sources)""}"
