ramq_id,id,google_place_name,address,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
41536,ChIJF41xFJozIU0R751OraSgjMc,Hospital of Rouyn-Noranda - Juteau-Lemay Building,"4 9e Rue, Rouyn-Noranda, QC J9X 2B2, Canada",Rouyn-Noranda,CA,QC,J9X 2B2,+1 819-764-5131,,hospital,https://www.cisss-at.gouv.qc.ca/,48.2435816,-79.0194841,1745790598,hospital,0
41540,ChIJZxWIxxFT30wR3OYQ6a73BHU,Hôpital de Val-d’Or,"725 6e Rue, Val-d'Or, QC J9P 3Y1, Canada",Val-d'Or,CA,QC,J9P 3Y1,+1 819-825-5858,,hospital,http://www.cisss-at.gouv.qc.ca/,48.0966532,-77.7964539,1745790598,hospital,0
41550,ChIJK40IRaJBJk0RFifVvlYtO9s,Centre de Santé et de services sociaux du Lac-Témiscamingue,"22 Rue Notre Dame N, Ville-Marie, QC J9V 1W8, Canada",Ville-Marie,CA,QC,J9V 1W8,+1 819-629-2420,,hospital,https://www.cisss-at.gouv.qc.ca/,47.33327469999999,-79.44437010000001,1745790598,hospital,0
44939,ChIJuRgL6nIzIU0Ruq9e0oKICvk,Centre De Readaptation La Maison,"100 Chemin Dr Lemay, Rouyn-Noranda, QC J9X 5T2, Canada",Rouyn-Noranda,CA,QC,J9X 5T2,+1 819-762-6592,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=198&ch_type=&bt_rechType=&theme=autres-ressources&ch_choixReg=&ch_rayon=0&ch_code=&page=310,48.2253979,-79.02105949999999,1745790598,hospital,0
48291,ChIJO7S3wRBT30wRm70jlpSgkhg,GMF-U de la Vallée-de-l'Or / Groupe de médecine familiale universitaire de la Vallée-de-l'Or,"575 6e Rue, Val-d'Or, QC J9P 0L6, Canada",Val-d'Or,CA,QC,J9P 0L6,+1 819-825-5858 ext. 5,,hospital,http://www.gmfuvalleedelor.com/,48.0963772,-77.7951121,1745790598,hospital,0
48301,ChIJF41xFJozIU0RQWSvWi6SyVQ,Groupe de médecine de famille universitaire,"3 9e Rue, Rouyn-Noranda, QC J9X 2A9, Canada",Rouyn-Noranda,CA,QC,J9X 2A9,+1 819-797-4535,,hospital,,48.2441571,-79.0206456,1745790598,hospital,0
49241,ChIJ74T1odiTIE0R9N83dwNcxMw,GMF-U Les Eskers d'Amos,"692 4e Avenue O Porte 100, Amos, QC J9T 0B7, Canada",Amos,CA,QC,J9T 0B7,+1 819-732-6972,,hospital,http://gmfuleseskers.ca/,48.5750236,-78.1281051,1745790598,hospital,0
50139,ChIJG9BybJIW30wRPg2udXmJYmQ,Centre de santé de Senneterre,"961 Rue de la Clinique, Senneterre, QC J0Y 2M0, Canada",Senneterre,CA,QC,J0Y 2M0,+1 819-825-5858,,hospital,http://www.cisss-at.gouv.qc.ca/,48.3845597,-77.2529078,1745790598,hospital,0
51014,ChIJHZ60leFT30wR2SiZAZnA1KY,Clinique d'hygiène dentaire Noémie Roy,"450 3e Avenue bureau 108, Val-d'Or, QC J9P 1S2, Canada",Val-d'Or,CA,QC,J9P 1S2,+1 819-443-4158,,hospital,https://www.noemieroy-hd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11114864552978627084,48.1008612,-77.7796655,1745790598,hospital,0
52511,ChIJc_hfxn6tIE0Rz6wItmfvifM,Hôpital en santé mentale et CLSC de Malartic,"1141 Rue Royale, Malartic, QC J0Y 1Z0, Canada",Malartic,CA,QC,J0Y 1Z0,+1 819-825-5858,,hospital,https://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=954,48.14122889999999,-78.1286676,1745790598,hospital,0
52512,ChIJU1OAcwRT30wRWm7xI4AAvdM,Vision-Ère,"663 3e Avenue, Val-d'Or, QC J9P 1S7, Canada",Val-d'Or,CA,QC,J9P 1S7,+1 819-824-4703,,hospital,http://visionere.ca/,48.1014327,-77.7847456,1745790598,hospital,0
52513,ChIJ1_R5AKBBJk0RkoR4_gCujNA,IRIS Optométristes et Opticiens - Ville-Marie,"26a Rue des Oblats N, Ville-Marie, QC J9V 1J3, Canada",Ville-Marie,CA,QC,J9V 1J3,+1 819-622-0909,,hospital,https://iris.ca/fr/trouver-une-boutique/ville-marie,47.3343723,-79.4364775,1745790598,hospital,0
52514,ChIJ1_R5AKBBJk0RkoR4_gCujNA,IRIS Optométristes et Opticiens - Ville-Marie,"26a Rue des Oblats N, Ville-Marie, QC J9V 1J3, Canada",Ville-Marie,CA,QC,J9V 1J3,+1 819-622-0909,,hospital,https://iris.ca/fr/trouver-une-boutique/ville-marie,47.3343723,-79.4364775,1745790598,hospital,0
52739,ChIJU1OAcwRT30wRWm7xI4AAvdM,Vision-Ère,"663 3e Avenue, Val-d'Or, QC J9P 1S7, Canada",Val-d'Or,CA,QC,J9P 1S7,+1 819-824-4703,,hospital,http://visionere.ca/,48.1014327,-77.7847456,1745790598,hospital,0
52740,ChIJU1OAcwRT30wRWm7xI4AAvdM,Vision-Ère,"663 3e Avenue, Val-d'Or, QC J9P 1S7, Canada",Val-d'Or,CA,QC,J9P 1S7,+1 819-824-4703,,hospital,http://visionere.ca/,48.1014327,-77.7847456,1745790598,hospital,0
52742,ChIJV_iVLYqSIE0R4rx5xr2_xug,Centre visuel des eskers,"41 1re Avenue E, Amos, QC J9T 1H2, Canada",Amos,CA,QC,J9T 1H2,+1 819-732-6831,,hospital,http://centrevisueldeseskers.com/,48.57213499999999,-78.114401,1745790598,hospital,0
52743,ChIJHeczC5wzIU0R6UDeVvaGBOE,IRIS Optométristes et Opticiens - Rouyn-Noranda,"75 Rue Mgr Tessier O, Rouyn-Noranda, QC J9X 4T3, Canada",Rouyn-Noranda,CA,QC,J9X 4T3,+1 819-764-4747,,hospital,https://iris.ca/fr/trouver-une-boutique/rouyn-noranda,48.2388163,-79.0222534,1745790598,hospital,0
52746,ChIJZa-2LQ55IU0RtPrUq5cLyj0,IRIS,"49 5e Avenue E, La Sarre, QC J9Z 1K9, Canada",La Sarre,CA,QC,J9Z 1K9,+1 819-339-5656,,hospital,https://iris.ca/fr/trouver-une-boutique/la-sarre,48.8051415,-79.2025022,1745790598,hospital,0
52747,ChIJZa-2LQ55IU0RtPrUq5cLyj0,IRIS,"49 5e Avenue E, La Sarre, QC J9Z 1K9, Canada",La Sarre,CA,QC,J9Z 1K9,+1 819-339-5656,,hospital,https://iris.ca/fr/trouver-une-boutique/la-sarre,48.8051415,-79.2025022,1745790598,hospital,0
52859,ChIJL6SZn5OSIE0RkRkfhZncsj8,"Clinique d'optométrie Mercier, Lapointe, Langevin","752 1re Ave O, Amos, QC J9T 1V8, Canada",Amos,CA,QC,J9T 1V8,+1 819-732-2622,,hospital,http://www.cliniquemll.com/,48.57173899999999,-78.12892,1745790598,hospital,0
52966,ChIJk4zSNAJT30wR23azOBVPBe8,Greiche & Scaff Val d'Or,"Carrefour du Nord Ouest, 1801 3e Avenue #39, Val-d'Or, QC J9P 5K1, Canada",Val-d'Or,CA,QC,J9P 5K1,+1 819-874-8055,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/347/,48.095332,-77.8261741,1745790598,hospital,0
53058,ChIJLXeeVHUzIU0RXF6rAic7K_Y,Greiche & Scaff Rouyn,"100 Rue du Terminus O #96, Rouyn-Noranda, QC J9X 6H7, Canada",Rouyn-Noranda,CA,QC,J9X 6H7,+1 819-764-6786,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/356/,48.24286069999999,-79.0248853,1745790598,hospital,0
53134,ChIJRQRBYBpvKE0RL7GveR1bGY8,Vincent Labranche | REALTOR | Cottages For Sale Quebec,"557 Chem. Kipawa, Témiscaming, QC J0Z 3R0, Canada",Témiscaming,CA,QC,J0Z 3R0,+1 705-499-5923,,pharmacy,https://labranchehometeam.com/,46.7227915,-79.0942891,1745790598,pharmacy,0
53179,ChIJdaqu_QVT30wR8_-6R_AC--4,Opto-Réseau Val d'Or,"887 3e Avenue, Val-d'Or, QC J9P 1T2, Canada",Val-d'Or,CA,QC,J9P 1T2,+1 819-825-8933,,hospital,https://www.opto-reseau.com/fr/cliniques/clinique-opto-reseau-val-dor,48.1032058,-77.7895017,1745790598,hospital,0
53232,ChIJHeczC5wzIU0R6UDeVvaGBOE,IRIS Optométristes et Opticiens - Rouyn-Noranda,"75 Rue Mgr Tessier O, Rouyn-Noranda, QC J9X 4T3, Canada",Rouyn-Noranda,CA,QC,J9X 4T3,+1 819-764-4747,,hospital,https://iris.ca/fr/trouver-une-boutique/rouyn-noranda,48.2388163,-79.0222534,1745790598,hospital,0
53822,ChIJV_iVLYqSIE0R4rx5xr2_xug,Centre visuel des eskers,"41 1re Avenue E, Amos, QC J9T 1H2, Canada",Amos,CA,QC,J9T 1H2,+1 819-732-6831,,hospital,http://centrevisueldeseskers.com/,48.57213499999999,-78.114401,1745790598,hospital,0
54055,ChIJc8caUw55IU0RQJ5kUzurZL0,Groupe De Medicine Familiale,"228 2e Rue E E, La Sarre, QC J9Z 2G9, Canada",La Sarre,CA,QC,J9Z 2G9,+1 819-339-5617,,hospital,https://www.gmfuab.com/fr/,48.8060379,-79.2009429,1745790598,hospital,0
54056,ChIJA0oPPnh5IU0R6oY1vw_EGAY,Centre Hospitalier De La Sarre,"679 2e Rue E, La Sarre, QC J9Z 2X7, Canada",La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745790598,hospital,0
54057,ChIJ26_D2Wh5IU0RuXJe6uUQu6c,Helene Hottlet,"12 Rue Mnt Lavigne, La Sarre, QC J9Z 2X5, Canada",La Sarre,CA,QC,J9Z 2X5,+1 819-333-2345,,hospital,,48.7910899,-79.216572,1745790598,hospital,0
54157,ChIJn7n3cpGSIE0RifCVQaeDISY,Clinique De Medicine Familiale,"641 4e Rue O, Amos, QC J9T 2S1, Canada",Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745790598,hospital,0
54184,ChIJlZkCWQZT30wRkgWMYIspJXc,Clinique De Physiothérapie Val-d’Or Inc,"1281 7e Rue, Val-d'Or, QC J9P 3S1, Canada",Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745790598,hospital,0
54185,ChIJ7RTqVhZT30wR5W5KfWE87w8,Clinique Familliale Des Pins,"1019 Bd des Pins, Val-d'Or, QC J9P 4T2, Canada",Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745790598,hospital,0
54186,ChIJQwLLYm9T30wR1UB1xtyJoOs,Malenfant Claude Dr,"1731 3e Avenue, Val-d'Or, QC J9P 1W3, Canada",Val-d'Or,CA,QC,J9P 1W3,+1 819-825-6678,,hospital,,48.0974215,-77.81998519999999,1745790598,hospital,0
54241,ChIJF41xFJozIU0RQWSvWi6SyVQ,Groupe de médecine de famille universitaire,"3 9e Rue, Rouyn-Noranda, QC J9X 2A9, Canada",Rouyn-Noranda,CA,QC,J9X 2A9,+1 819-797-4535,,hospital,,48.2441571,-79.0206456,1745790598,hospital,0
54242,ChIJ48hgkXA1IU0RJjy4WsCyRyg,Clinique Médicale Évain,"2813 Boul Rideau, Rouyn-Noranda, QC J0Z 1Y0, Canada",Rouyn-Noranda,CA,QC,J0Z 1Y0,+1 819-768-2252,,hospital,https://www.cliniquemedicaleevain.com/,48.237838,-79.131395,1745790598,hospital,0
54243,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,Clinique Medicale Fleur De Lys,"8 Rue du Terminus East, Rouyn-Noranda, QC J9X 4P1, Canada",Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745790598,hospital,0
54244,ChIJqzaCK5ozIU0RT62BGnrybzA,Clinique Medicale Acces-Sante,"8 Rue du Terminus East, Rouyn-Noranda, QC J9X 3B4, Canada",Rouyn-Noranda,CA,QC,J9X 3B4,+1 819-762-2130,,hospital,,48.2416536,-79.0196344,1745790598,hospital,0
54245,ChIJZxf0-wozIU0R2Oiqe-hczZw,Centre Medical Lariviere,"423 Av. Larivière, Rouyn-Noranda, QC J9X 4H9, Canada",Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745790598,hospital,0
54246,ChIJYVkO45szIU0RZAWTRW_Ri6c,19 Rue Gamble O,"19 Rue Gamble O, Rouyn-Noranda, QC J9X 2R3, Canada",Rouyn-Noranda,CA,QC,J9X 2R3,,,clinic,,48.2398314,-79.0208119,1745790598,clinic,0
54297,ChIJl93ycHd5IU0RocewTnepjrU,Polyclinique WabakinMedecins,"255 3e Rue E local 3, La Sarre, QC J9Z 3N7, Canada",La Sarre,CA,QC,J9Z 3N7,+1 819-339-5661,,hospital,,48.8060433,-79.1972748,1745790598,hospital,0
54390,ChIJZxf0-wozIU0R2Oiqe-hczZw,Centre Medical Lariviere,"423 Av. Larivière, Rouyn-Noranda, QC J9X 4H9, Canada",Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745790598,hospital,0
54451,ChIJ48hgkXA1IU0RJjy4WsCyRyg,Clinique Médicale Évain,"2813 Boul Rideau, Rouyn-Noranda, QC J0Z 1Y0, Canada",Rouyn-Noranda,CA,QC,J0Z 1Y0,+1 819-768-2252,,hospital,https://www.cliniquemedicaleevain.com/,48.237838,-79.131395,1745790598,hospital,0
54486,ChIJ__8rSJEzIU0ROTUmIcq1B7M,Clinical Alliance,"121 8e Rue, Rouyn-Noranda, QC J9X 2A5, Canada",Rouyn-Noranda,CA,QC,J9X 2A5,+1 819-917-2020,,hospital,,48.2476478,-79.01812509999999,1745790598,hospital,0
54495,ChIJqzaCK5ozIU0RYXD4MEYzbZ0,GMF Rouyn-Noranda,"8 Rue du Terminus East, Rouyn-Noranda, QC J9X 3B4, Canada",Rouyn-Noranda,CA,QC,J9X 3B4,+1 819-762-1801,,hospital,http://gmfrn.com/,48.2416536,-79.0196344,1745790598,hospital,0
55122,ChIJexR9rQhT30wRy2prs2y9UyQ,Clinique Medicale Ctr Ville,"929 3e Avenue, Val-d'Or, QC J9P 1T4, Canada",Val-d'Or,CA,QC,J9P 1T4,+1 819-874-9111,,hospital,https://bonjour-sante.ca/uno/clinique/ccentreville,48.1036937,-77.7907494,1745790598,hospital,0
55181,ChIJqUJ8maFBJk0RhQB4PRS01MM,Coop santé TémiscaVie,"19 Rue Dollard, Ville-Marie, QC J9V 1L1, Canada",Ville-Marie,CA,QC,J9V 1L1,+1 819-622-2433,,hospital,,47.3338786,-79.44344749999999,1745790598,hospital,0
55215,ChIJn7n3cpGSIE0RifCVQaeDISY,Clinique De Medicine Familiale,"641 4e Rue O, Amos, QC J9T 2S1, Canada",Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745790598,hospital,0
55223,ChIJ99k6459BJk0Ryd1pwQGpA2c,Clinique Medical Ville-Marie,"56 Rue Ste Anne, Ville-Marie, QC J9V 2B7, Canada",Ville-Marie,CA,QC,J9V 2B7,+1 819-622-1414,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=54096,47.3314145,-79.4377679,1745790598,hospital,0
55394,ChIJwfN6ruySIE0R6DSXjnAI1og,Eskair,"511 7e Rue O, Amos, QC J9T 2Y3, Canada",Amos,CA,QC,J9T 2Y3,+1 819-732-4405,,hospital,http://eskair.ca/,48.5725983,-78.13364729999999,1745790598,hospital,0
55717,ChIJj61mgJrFIE0RJrRX_PCNrZM,334 Av. du Lac,"334 Av. du Lac, Preissac, QC J0Y 2E0, Canada",Preissac,CA,QC,J0Y 2E0,,,pharmacy,,48.3081291,-78.4208222,1745790598,pharmacy,0
55804,,,,,,,,,,,,,,1745790598,,0
12831,,,,,,,,,,,,,,1745790598,,0
55819,ChIJQb42EwRT30wRR2bW_VpFXUE,Clinique Minceur Bella Donna,"700 3e Avenue, Val-d'Or, QC J9P 1S5, Canada",Val-d'Or,CA,QC,J9P 1S5,+1 819-874-0923,,clinic,http://www.cliniquebelladonna.com/,48.1018365,-77.7850918,1745790598,clinic,0
55958,ChIJTyCPPAs5Jk0Rg_h2PzvhDyY,Clinique Médicale de Fabre,"1374 Rue Principale, Fabre, QC J0Z 1Z0, Canada",Fabre,CA,QC,J0Z 1Z0,+1 873-736-0003,,hospital,http://cmfabre.ca/,47.2015243,-79.3671894,1745790598,hospital,0
